site,job_url,job_url_direct,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,emails,description,company_url,company_url_direct,company_addresses,company_industry,company_num_employees,company_revenue,company_description,logo_photo_url,banner_photo_url,ceo_name,ceo_photo_url
indeed,https://uk.indeed.com/viewjob?jk=cae717b75b58e3eb,http://uk.indeed.com/job/qaqc-engineer-data-centres-germany-cae717b75b58e3eb,QA/QC Engineer - Data Centres - Germany,Ten Staffing Group Ltd,"London, ENG, GB",,2024-04-19,,,,,False,,"We are seeking a skilled QA/QC Engineer to join our team. The ideal candidate will have a strong background in Data Centre Fit Outs, Electrical Busbar and quality assurance methodologies.

As our QC/QA Engineer on site in Frankfurt, Germany for 12 months you will be responsible for ensuring the quality and reliability of the process and Data Centre fit out through rigorous testing and analysis.

Experience:  
- Ideally a Bachelor's degree in Computer Science, Engineering, or a related field  
- Proven experience in quality assurance methodologies, including knowledge of Electrical Busbar and Data Centre Work/projects.  
- Strong understanding of software testing principles and techniques  
- Excellent problem-solving skills with the ability to analyze complex systems

We offer competitive compensation packages including benefits.

This is a Fixed term contract of 12 months and is based in Frankfurt Germany.

Please submit your resume along with a cover letter detailing your relevant experience.

Job Type: Fixed term contract  
Contract length: 12 months

Pay: £40,000.00-£50,000.00 per year

Benefits:

* Relocation assistance

Schedule:

* Day shift
* Monday to Friday
* Overtime
* Weekend availability

Work Location: In person

Reference ID: QAQCGERMANY",https://uk.indeed.com/cmp/Ten-Staffing-Group-Ltd,,,,,,,,,,
indeed,https://uk.indeed.com/viewjob?jk=7ea81f14c09aee06,https://boards.greenhouse.io/sumologic/jobs/5896957,Senior Technical Account Engineer,DFLabs,"London, ENG, GB",,2024-04-19,,,,,False,,"**Senior Technical Account Engineer**



Sumo Logic is seeking a Senior Technical Account Engineer to provide enterprise level support to our customers and partners. You will be focused on assisting customers with technical issues resolution and advice covering simple to very complex level problems. You will participate in direct customer interactions to quickly assess and troubleshoot issues, document product enhancements or defects, and provide best practice advice around the implementation and use of the Sumo Logic service.


**Responsibilities**:


* Provide hands on technical support of the Sumo Logic service to customers and partners
* Manage customer issues related to the installation, configuration, and implementation of the Sumo Logic service on a timely basis with a high level of communication and appropriate establishment of expectations
* Document defect and enhancement requests on behalf of customers
* Write and review technical knowledge base articles, solutions, and FAQs for publication to a customer and company knowledge system
* Define processes, procedures, and tools for the support team to effectively interact with customers and with other stakeholders.
* Acts as a technical leader and help further develop the technical skills within the global Sumo Logic Support team
* Acts as an escalation point for critical issues affecting high-value customers, partnering with Customer Success/Support, Technical Account Management, Services or other resources as needed
* Identifies trends in the support requests being received, report and collaborate with the Engineering and Product Management teams during planning sessions


**Qualifications**:


* 5+ year’s experience in supporting SaaS-based solutions
* Excellent communication (verbal and written) and customer management skills
* Knowledge of logging systems, such as Windows Event Viewer, Syslog, R Syslog, & Syslog-ng
* System administration level skills such as OS updates, installing packages, enabling/disabling services, creating users & groups and managing file system permissions
* Knowledge of SSH, creating and managing key-pairs, managing known hosts and troubleshooting connections using the SSH -v option.
* Comfortable with basic scripting and programming (Java, C
* Extensive experience with Kubernetes and Docker setup, configuration, troubleshooting, tuning and infrastructure.
* Strong knowledge of TCP/IP, ping, traceroute, Netcat, TCP dump, Wireshark, ns lookup, etc.
* Exposure in either developing applications or on administration side on the Cloud technology platforms - AWS, Azure or GCP

  

  

**Education:** Bachelor's degree in Engineering or Computer Science or similar degree or equivalent work experience.



About Us



Sumo Logic, Inc. empowers the people who power modern, digital business. Sumo Logic enables customers to deliver reliable and secure cloud-native applications through its Sumo Logic SaaS Analytics Log Platform, which helps practitioners and developers ensure application reliability, secure and protect against modern security threats, and gain insights into their cloud infrastructures. Customers worldwide rely on Sumo Logic to get powerful real-time analytics and insights across observability and security solutions for their cloud-native applications. For more information, visit www.sumologic.com.



Sumo Logic Privacy Policy",https://uk.indeed.com/cmp/Dflabs,https://www.dflabs.com,Milan,,2 to 10,,,,,,
indeed,https://uk.indeed.com/viewjob?jk=c9070dc6eb42f898,http://uk.indeed.com/job/drainage-engineer-c9070dc6eb42f898,Drainage Engineer,TW & WA Chadwick Ltd,"South West London, ENG, GB",fulltime,2024-01-17,,,,,False,,"Our Dyno Rod Drains Franchise is currently recruiting for an experienced, safety and customer focused engineer, to join our team. Ideally we are looking for engineers who live within SW London, TW, KT UB or SM postcode but not limited to. Please still apply if you live in a neighbouring postcode.

Dyno Rod has been the household name for drainage services for domestic, commercial, industrial and utility customers for over 50 years.

We offer a true 24/7 response and utilise in-house skills and equipment to carry out any blockage or repair, including trenchless technology, jetvac tankers and main line surveying.

Our main focus is safety and service. We are leading the industry in minimum standards around training and equipment, invest in technology to improve our customer journey and achieve customer service scores that sets us apart from our competition.

The Role

Your place of work will be customer sites, which will require a self-managed and organised approach. As a first response engineer you will always be expected to represent the company in your best light in order to build relationships and ensure complete customer satisfaction.

Your experience will support your efforts to carry out a first time fix where possible, quickly diagnosing the problem, carrying out the correct methods to resolve, and to provide solutions to avoid repeat issues.

We are seeking individuals with the right attitude and character to work safely and be part of a team with common goals.

There is expectation to carry out early shifts, late shifts, evening on calls and weekends as part of a rota. The role does include unsocial hours.

Key Requirements

* Problem Solving skills/Think on your feet
* Remain in control when under pressure
* Energetic and enthusiastic and prepared to work outside in all weathers
* Safety conscious
* Good admin, maths and computer skills
* An interest in technology, maintenance and plant
* Ability to work on your own
* Approachable and adaptable
* Professional. disciplined/confident
* Commercially aware
* Willing to work unsocial hours and have a flexible approach to your working day

Job Types: Permanent, Full-time

Salary: £30,000.00-£35,000.00 per year + overtime

Schedule:

* 10 hour shift
* Day shift
* Holidays
* Monday to Friday
* Night shift
* Overtime
* Weekend availability

Supplemental pay types:

* Bonus scheme

Job Type: Full-time

Pay: £30,000.00-£45,000.00 per year

Benefits:

* Company pension
* Employee discount

Schedule:

* Monday to Friday
* Overtime

Supplemental pay types:

* Bonus scheme

Experience:

* Drainage: 5 years (preferred)

Licence/Certification:

* CSCS (preferred)
* Driving Licence (preferred)
* City & Guilds (preferred)

Work Location: On the road",https://uk.indeed.com/cmp/Tw-&-Wa-Chadwick-Ltd-1,,,,,,,,,,
site,job_url,job_url_direct,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,emails,description,company_url,company_url_direct,company_addresses,company_industry,company_num_employees,company_revenue,company_description,logo_photo_url,banner_photo_url,ceo_name,ceo_photo_url
indeed,https://uk.indeed.com/viewjob?jk=94f130724bea6cbf,https://jobs.smartrecruiters.com/Trainline/743999981623912-senior-data-engineer,Senior Data Engineer,Trainline,"London, ENG, GB",,2024-04-19,,,,,False,,"**Company Description**  

We are champions of rail, inspired to build a greener, more sustainable future of travel. Our purpose is our momentum. It makes us feel good because we know we’re doing good. As we lead the way to a greener future, we do it together. We’re all about connections - with each other, with our customers and with the world. Just as our platform brings the world together, it’s our ambition that connects us. We motivate each other to go beyond our limits, to experiment, to fail and to always grow.


With over 110 million visits every month to our platform and £4.3 billion in net ticket sales, we're always innovating and making moves towards our final destination — a world where travel is as simple, seamless, and affordable as it should be.


And we couldn't do any of it without our incredible people driving us forward. Today, we're a FTSE 250 company that's proudly home to more than 1000 Trainliners from over 60 nationalities across offices in London, Paris, Barcelona, Milan, Edinburgh, Berlin, Madrid and Brussels. It's this diversity that energises us and makes us stronger, helping us to achieve amazing things.


With our sights firmly set on further European growth, there is no better time to jump on board this high-speed train and be part of our continued success.


Great journeys start with Trainline.

 **Job Description**  

We are searching for a Senior Data Engineer to play a key role in an exciting new team within Trainline that improves the customer experience for rail passengers with accurate train tracking and mapping tools. This role will involve innovating and developing new technology and working on the maintenance, monitoring, and reliability of services that are already in production.


In addition, you will collaborate with an exciting new research and development team to bring innovations to the market. This will also involve building proof-of-concept prototypes, testing their viability, and bringing the technology to market.

**As a Senior Data Engineer at Trainline, you will...**

* Improve the passenger experience by developing data engineering pipelines that improve train tracking.
* Work as part of the research and development team to test the viability of new products and services.
* Work as part of a multi-discipline team that includes data scientists, front-end developers, and engineers to ship new features and products.
* Create tools, frameworks and processes that accelerate service speed, efficiency, maintenance, and reliability.

  

**Qualifications** **We'd love to hear from you have...**

* Data Engineering experience using SQL and Python.
* Previous experience with data lakes in AWS, Glue Catalog and Athena or Starburst
* Good understanding of Spark: optimisation and performance tuning
* Capability of using popular data modelling tools to create a diagram of proposed tables to enable discussion
* Good communication skills and are comfortable with presenting ideas and outputs to technical and non-technical users
* Have an advanced degree in engineering, physics, computer science or a similar quantitative discipline
* Have extensive experience of cloud infrastructure, such as AWS services such as ECS, ECR, RDS, and Redis
* Familiarity with DevOps technologies, such as Terraform, Bash, Linux operating systems, and Docker
* Familiarity with Python libraries, such as Pandas, SqlAlchemy, Alembic, PySpark, Flask, and Fast API
* Experience in developing monitoring and alerting systems using technologies such as CloudWatch, CloudTrail, New Relic, and Grafana
* Experience with advanced data management like sharding and partitioning and familiar with a range of data stores like PostgreSQL, DynamoDB, and Redis, and familiarity with optimisation techniques
* Extensive experience with CI/CD technologies, such as Docker, GitHub Actions, and Terraform


Nice to haves:

* Geospatial analysis, for example by manipulating and processing using tools like PostGIS, GeoPandas, PyProj, Turn and Topology Suite
* Network analysis, for example knowledge of graph theory and tooling, like Neo4J, NetworkX and PgRouting
* Signal processing experience, for example using digital signal processing like filters and transforms
* Navigation algorithms, for example designing and implementing Kalman filters and least squares estimators

  

**Additional Information** **Why should you jump on board?**  

  

We pay special attention to learning and development and organise quarterly company learning days as well as offering a learning budget that can be put towards resources of your choice. We will cover the costs of your professional subscriptions and give you access to our very own learning platform.


At Trainline, we care about the wellness of our employees. We host puppy therapy sessions, in-office yoga and run Mental Health First Aider training courses as well as having an Employee Assistance Program as one of our many company benefits.


We regularly throw fun social events such pub quizzes, karaoke nights and our large-scale Summer and Winter Festivals every year. Additionally, we love hosting meetups in our amazing event spaces and having the opportunity to support internal and external community groups.


We also hold companywide hackathons and our annual Trainline Tech Summit, which provides Trainliners with an opportunity to stand up and share their story, learnings, or new skills with their colleagues in a safe environment.

**Our flexi-first approach**  

  

We believe in the importance of a healthy work-life balance and the value of a flexible workforce. Our flexi-first approach outlines our commitment to a hybrid way of working and our expectations of Trainliners. A key part of what makes Trainline special is our people and the value we get from the buzz and energy of our workplaces, and that’s why we’re proud to offer the best of both worlds. In practice this means in–office attendance at least 40% of the time over a 12-week period for all Trainliners. These in-office days are typically team led to help us connect, collaborate and create together.

**Our Values**

* **Think Big** - We're building the future of rail
* **Own It** - We care about every customer, partner and journey
* **Do Good -** We make a positive impact
* **Travel Together** - We're one team


Interested in finding out more about what it's like to work at Trainline? Why not check out what our employees say about us on Glassdoor? You can also find out more information by following us on LinkedIn or our 'Life at Trainline' Instagram account.

*We value open expression at Trainline, we believe it’s the diversity of experience, backgrounds and perspectives of our employees that makes us who we are. We encourage everybody to play a part in changing the way people travel across the world.*",https://uk.indeed.com/cmp/Trainline,https://www.thetrainline.com/,"London, England",,"1,001 to 5,000",$100M to $500M (USD),Trainline is the leading independent rail and coach travel platform selling rail and coach tickets to millions of travellers worldwide.,,https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/3694575464a03cb5b73cf71ed51db608,Jody Ford (CEO),
indeed,https://uk.indeed.com/viewjob?jk=4536f1b33a832a20,https://grnh.se/cff61bfe1us,"Senior Engineer, Cloud Reliability Team",Crunchyroll,"London, ENG, GB",,2024-04-19,,,,,False,,"**About Crunchyroll**
---------------------



WE HELP EVERYONE BELONG. IT'S OUR PURPOSE.



Founded by fans, Crunchyroll delivers the art and culture of anime to a passionate community. We super-serve over 100 million anime and manga fans across 200+ countries and territories, and help them connect with the stories and characters they crave. Whether that experience is online or in-person, streaming video, theatrical, games, merchandise, events and more, it's powered by the anime content we all love.



Join our team, and help us shape the future of anime!

**About the role**
------------------



We are seeking an experienced engineer to join our Cloud Reliability team. You will be a local team lead and will provide daily guidance to other Embedded Cloud Reliability Engineers. You will work with Crunchyroll's service development teams on understanding and enabling their operations, objectives, and infrastructure needs with an emphasis on improving reliability, engineering efficiency, and creating mechanisms allowing for greater self-sufficiency. This team is also part of an on-call rotation providing emergency support to our systems. You will be hands-on technical leadership for anyone excited about leading and working with a small team of engineers and will function as the main liaison with the core team located in the USA.



In the role of Senior Engineer, Embedded Cloud Reliability, you will report to the Senior Manager, Cloud Reliability


**About You**
-------------



We get excited about candidates, like you, because...


* 12+ years of experience building and running high-volume customer-facing services in dynamic environments in Software Engineering, Site Reliability, or related roles.
* 2+ years as a team lead or manager supporting a team of 4+ engineers.
* BS Degree in Computer Science or a related field.
* Guide large projects involving multiple teams and engineers to completion and define new initiatives to improve critical areas. Breaks projects down into smaller components and utilizes project management tools and methods to track and improve execution.
* Act with urgency, ownership, and with a mindset of continuous improvement.
* Passionate about improving the reliability and performance of critical services through the use of monitoring, metrics, incident management, and proactive engineering. Have helped investigate and remediate critical issues in production services and infrastructure.
* Experienced with observability tools such as DataDog and has hands-on experience instrumenting services for monitoring, logging, metrics collection, tracing.
* Proficient in programming in TypeScript or JavaScript with familiarity of other languages such as Go or Python.
* Familiarity with performance and load testing tools and methods to simulate production workloads.
* Willing to participate in an on-call rotation to ensure issues are resolved as quickly as possible and prevented from further occurrence.
* Experienced in GitOps practices and technologies (CI/CD, Infrastructure as Code, etc).
* 5+ years experience in AWS and its major services such as EC2, ECS, S3, SQS, EKS, Lambda.


Pluses:


* Experienced with data storage technologies such as RDS, DynamoDB, ElasticSearch.
* Previous experience supporting identity services and authentication.
* Knowledgeable about web performance and availability monitoring.

**About the Team**
------------------



At Crunchyroll, our platforms and infrastructure form the foundation on which our services are built and directly influence our customer experience and velocity of our engineers. The Cloud Reliability team at Crunchyroll embeds with our development teams and partners with our core platform teams to deliver the critical cloud infrastructure that enable our services.


**Why you will love working at Crunchyroll**
--------------------------------------------



In addition to getting to work with fun, passionate, and inspired colleagues, you will also enjoy the following benefits and perks:


* Take Time for You - Flexible Time Off, 6 Yasumi (Rest) paid days, Half-day Off Fridays during summertime, company Christmas vacation, flexible schedule, and hybrid working mode.
* Parental Leave - Paid parental leave for birthing parents and non-birthing parents.
* Find Balance - Counselling and support through Talkspace, and the Employee Assistance Program (EAP) is available 24/7.
* Watch hard - Free premium access to Crunchyroll along with monthly discounts to the Crunchyroll store.
* Level Up - Prepaid Udemy account, professional development courses and conferences.
* Take the prize - End-year bonus, impact award, and referral bonus.
* That's not all - Global anniversary, and birthday recognition program.


#LifeAtCrunchyroll #LI-Hybrid

### **About our Values**



We want to be everything for someone rather than something for everyone and we do this by living and modeling our values in all that we do. We value


* Courage. We believe that when we overcome fear, we enable our best selves.
* Curiosity. We are curious, which is the gateway to empathy, inclusion, and understanding.
* Service. We serve our community with humility, enabling joy and belonging for others.
* Kaizen. We have a growth mindset committed to constant forward progress.

### **Our commitment to diversity and inclusion**



Our mission of helping people belong reflects our commitment to diversity & inclusion. It's just the way we do business.



We are an equal opportunity employer and value diversity at Crunchyroll. Pursuant to applicable law, we do not discriminate on the basis of race, religion, color, national origin, gender, sexual orientation, age, marital status, veteran status, or disability status.



Crunchyroll, LLC is an independently operated joint venture between US-based Sony Pictures Entertainment, and Japan's Aniplex, a subsidiary of Sony Music Entertainment (Japan) Inc., both subsidiaries of Tokyo-based Sony Group Corporation.


*Questions about Crunchyroll's hiring process? Please check out our Hiring FAQs:* *https://help.crunchyroll.com/hc/en-us/articles/360040471712-Crunchyroll-Hiring-FAQs*



Please beware of recent scams to online job seekers. Those applying to our job openings will only be contacted directly from @crunchyroll.com email account.",https://uk.indeed.com/cmp/Crunchyroll,https://www.crunchyroll.com,"San Francisco, CA",,"501 to 1,000",$500M to $1B (USD),"Crunchyroll is an international business focused on creating both online and offline experiences for fans through content (licensed, co-produced, originals, distribution), merchandise, events, gaming",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/e43c4b066e9b567782b235978ab484e0,https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/fdafd8d07bd8eaef90630dda4296e574,,
indeed,https://uk.indeed.com/viewjob?jk=cae717b75b58e3eb,http://uk.indeed.com/job/qaqc-engineer-data-centres-germany-cae717b75b58e3eb,QA/QC Engineer - Data Centres - Germany,Ten Staffing Group Ltd,"London, ENG, GB",,2024-04-19,,,,,False,,"We are seeking a skilled QA/QC Engineer to join our team. The ideal candidate will have a strong background in Data Centre Fit Outs, Electrical Busbar and quality assurance methodologies.

As our QC/QA Engineer on site in Frankfurt, Germany for 12 months you will be responsible for ensuring the quality and reliability of the process and Data Centre fit out through rigorous testing and analysis.

Experience:  
- Ideally a Bachelor's degree in Computer Science, Engineering, or a related field  
- Proven experience in quality assurance methodologies, including knowledge of Electrical Busbar and Data Centre Work/projects.  
- Strong understanding of software testing principles and techniques  
- Excellent problem-solving skills with the ability to analyze complex systems

We offer competitive compensation packages including benefits.

This is a Fixed term contract of 12 months and is based in Frankfurt Germany.

Please submit your resume along with a cover letter detailing your relevant experience.

Job Type: Fixed term contract  
Contract length: 12 months

Pay: £40,000.00-£50,000.00 per year

Benefits:

* Relocation assistance

Schedule:

* Day shift
* Monday to Friday
* Overtime
* Weekend availability

Work Location: In person

Reference ID: QAQCGERMANY",https://uk.indeed.com/cmp/Ten-Staffing-Group-Ltd,,,,,,,,,,
indeed,https://uk.indeed.com/viewjob?jk=7ea81f14c09aee06,https://boards.greenhouse.io/sumologic/jobs/5896957,Senior Technical Account Engineer,DFLabs,"London, ENG, GB",,2024-04-19,,,,,False,,"**Senior Technical Account Engineer**



Sumo Logic is seeking a Senior Technical Account Engineer to provide enterprise level support to our customers and partners. You will be focused on assisting customers with technical issues resolution and advice covering simple to very complex level problems. You will participate in direct customer interactions to quickly assess and troubleshoot issues, document product enhancements or defects, and provide best practice advice around the implementation and use of the Sumo Logic service.


**Responsibilities**:


* Provide hands on technical support of the Sumo Logic service to customers and partners
* Manage customer issues related to the installation, configuration, and implementation of the Sumo Logic service on a timely basis with a high level of communication and appropriate establishment of expectations
* Document defect and enhancement requests on behalf of customers
* Write and review technical knowledge base articles, solutions, and FAQs for publication to a customer and company knowledge system
* Define processes, procedures, and tools for the support team to effectively interact with customers and with other stakeholders.
* Acts as a technical leader and help further develop the technical skills within the global Sumo Logic Support team
* Acts as an escalation point for critical issues affecting high-value customers, partnering with Customer Success/Support, Technical Account Management, Services or other resources as needed
* Identifies trends in the support requests being received, report and collaborate with the Engineering and Product Management teams during planning sessions


**Qualifications**:


* 5+ year’s experience in supporting SaaS-based solutions
* Excellent communication (verbal and written) and customer management skills
* Knowledge of logging systems, such as Windows Event Viewer, Syslog, R Syslog, & Syslog-ng
* System administration level skills such as OS updates, installing packages, enabling/disabling services, creating users & groups and managing file system permissions
* Knowledge of SSH, creating and managing key-pairs, managing known hosts and troubleshooting connections using the SSH -v option.
* Comfortable with basic scripting and programming (Java, C
* Extensive experience with Kubernetes and Docker setup, configuration, troubleshooting, tuning and infrastructure.
* Strong knowledge of TCP/IP, ping, traceroute, Netcat, TCP dump, Wireshark, ns lookup, etc.
* Exposure in either developing applications or on administration side on the Cloud technology platforms - AWS, Azure or GCP

  

  

**Education:** Bachelor's degree in Engineering or Computer Science or similar degree or equivalent work experience.



About Us



Sumo Logic, Inc. empowers the people who power modern, digital business. Sumo Logic enables customers to deliver reliable and secure cloud-native applications through its Sumo Logic SaaS Analytics Log Platform, which helps practitioners and developers ensure application reliability, secure and protect against modern security threats, and gain insights into their cloud infrastructures. Customers worldwide rely on Sumo Logic to get powerful real-time analytics and insights across observability and security solutions for their cloud-native applications. For more information, visit www.sumologic.com.



Sumo Logic Privacy Policy",https://uk.indeed.com/cmp/Dflabs,https://www.dflabs.com,Milan,,2 to 10,,,,,,
indeed,https://uk.indeed.com/viewjob?jk=c9070dc6eb42f898,http://uk.indeed.com/job/drainage-engineer-c9070dc6eb42f898,Drainage Engineer,TW & WA Chadwick Ltd,"South West London, ENG, GB",fulltime,2024-01-17,,,,,False,,"Our Dyno Rod Drains Franchise is currently recruiting for an experienced, safety and customer focused engineer, to join our team. Ideally we are looking for engineers who live within SW London, TW, KT UB or SM postcode but not limited to. Please still apply if you live in a neighbouring postcode.

Dyno Rod has been the household name for drainage services for domestic, commercial, industrial and utility customers for over 50 years.

We offer a true 24/7 response and utilise in-house skills and equipment to carry out any blockage or repair, including trenchless technology, jetvac tankers and main line surveying.

Our main focus is safety and service. We are leading the industry in minimum standards around training and equipment, invest in technology to improve our customer journey and achieve customer service scores that sets us apart from our competition.

The Role

Your place of work will be customer sites, which will require a self-managed and organised approach. As a first response engineer you will always be expected to represent the company in your best light in order to build relationships and ensure complete customer satisfaction.

Your experience will support your efforts to carry out a first time fix where possible, quickly diagnosing the problem, carrying out the correct methods to resolve, and to provide solutions to avoid repeat issues.

We are seeking individuals with the right attitude and character to work safely and be part of a team with common goals.

There is expectation to carry out early shifts, late shifts, evening on calls and weekends as part of a rota. The role does include unsocial hours.

Key Requirements

* Problem Solving skills/Think on your feet
* Remain in control when under pressure
* Energetic and enthusiastic and prepared to work outside in all weathers
* Safety conscious
* Good admin, maths and computer skills
* An interest in technology, maintenance and plant
* Ability to work on your own
* Approachable and adaptable
* Professional. disciplined/confident
* Commercially aware
* Willing to work unsocial hours and have a flexible approach to your working day

Job Types: Permanent, Full-time

Salary: £30,000.00-£35,000.00 per year + overtime

Schedule:

* 10 hour shift
* Day shift
* Holidays
* Monday to Friday
* Night shift
* Overtime
* Weekend availability

Supplemental pay types:

* Bonus scheme

Job Type: Full-time

Pay: £30,000.00-£45,000.00 per year

Benefits:

* Company pension
* Employee discount

Schedule:

* Monday to Friday
* Overtime

Supplemental pay types:

* Bonus scheme

Experience:

* Drainage: 5 years (preferred)

Licence/Certification:

* CSCS (preferred)
* Driving Licence (preferred)
* City & Guilds (preferred)

Work Location: On the road",https://uk.indeed.com/cmp/Tw-&-Wa-Chadwick-Ltd-1,,,,,,,,,,
site,job_url,job_url_direct,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,emails,description,company_url,company_url_direct,company_addresses,company_industry,company_num_employees,company_revenue,company_description,logo_photo_url,banner_photo_url,ceo_name,ceo_photo_url
indeed,https://uk.indeed.com/viewjob?jk=147280443c266aa8,http://uk.indeed.com/job/electrical-engineer-147280443c266aa8,Electrical Engineer,ISS Facility Services,"London, ENG, GB",fulltime,2024-04-19,,,,,False,,"**Electrical Engineer**

**Contract: Banking**

**Location: London**

**Hours of work: 40**

**Contract Type: Permanent**

The role of Electrical Engineer within ISS serves a crucial purpose in advancing our mission to become the world's greatest service organisation, emphasising service performance that facilitates our customers' objectives through people empowerment.

Directly reporting to the Technical Manager, this role is specifically aligned with one of our esteemed contracts operating in the UK.

**Job Description**

The primary responsibility is to provide and deliver a service that ensures the continuous maintenance of all environmental conditions related to building systems. This encompasses planned preventive maintenance (PPM) tasks, reactive responses, and addressing breakdowns in all Electrical/Mechanical systems within the site.

The Electrical Engineer is entrusted with ensuring strict adherence to the Client site procedures and standards, emphasising efficiency and safety in the completion of all planned and reactive manual handling tasks.

By upholding these standards, the role contributes significantly to creating a seamless and reliable operational environment for the client and their facility.

**Key Responsibilities**

* To comply with the company and client Health & Safety policies
* To wear personal protective equipment as required, when carrying out specific duties
* Ensure that routine PPM is carried out to all electrical and mechanical plant in accordance with Site task schedules and asset lists
* Ensure that reactive tasks throughout the building are completed and be proactive in highlighting areas where improvements can be made. These reactive calls to also include concessionary stores and fabric related items
* Ensure that plant faults and defects are always swiftly remedied to maintain plant in serviceable order
* Ensure the provision of a Safe and Healthy working environment. To include the wearing of uniform and PPE always
* Supervising and monitoring of sub-contractors works whilst they are on site undertaking maintenance
* Ensure an awareness and compliance to the contractual KPI’s/SLA’s
* Ensure Computer Based Maintenance system, e.g. Tririga, is kept up to date and that PPM and remedial tickets are closed out with accurate data captured

**Professional and Personal Competencies/Qualifications**

* Ability to manage multiple high-level, time-sensitive projects simultaneously with superb attention to detail
* Ability to work on own initiative and operationally as part of a team
* Experience of working in a fast-paced environment
* An understanding of the financial services sector
* Proactively planning schedules and itineraries to consider multi-time zones, conflicting calendars etc.
* Professional, committed, conscientious, pro-active and innovative.
* Numerate, accurate and confident and can work on own initiative
* Strong communicator able to communicate with clients, operations, suppliers, and team with prior client facing experience
* Positive attitude to change and ability to be flexible to the changing priorities of the role
* Ability to prioritise workloads appropriately

**The Company**

ISS is a world-leading workplace and facility management company, connecting people and places to make the world work better. Working with customers day by day, side by side, we understand every aspect of the user experience.

Through a unique combination of intelligent solutions, high standards and people who care, to help our customers achieve their purpose, whether it’s hospitals healing patients, businesses producing the next great innovation, or airports bringing passengers home to their families. ISS is committed to doing business the right way, taking its corporate responsibility very seriously. Our passion is people.

We offer you a challenging and exciting career in an organisation with people at its heart. In ISS, everyone has the opportunity to develop, grow and make a difference. #ISSGreatPeople #ISSTalent #PeopleMakePlace

ISS is proud to be a diverse and inclusive employer.

ISS welcomes all applicants regardless of age, disability, gender identity or gender reassignment, marital or civil partnership status, pregnancy or maternity, race (which includes race, colour, nationality, ethnic or national origin and caste) religion or belief, sex, sexual orientation or educational background

Our passion for inclusivity and diversity makes ISS a more creative, productive and happy place to work.

If you have any further queries regarding this role, please contact the Resourcing Team on 0330 311 2739

Reference ID: 123713

Job Types: Full-time, Permanent

Benefits:

* Company pension

Schedule:

* Monday to Friday

Work Location: In person

Reference ID: 123713",https://uk.indeed.com/cmp/Iss-Facility-Services,https://www.issworld.com/,"Copenhagen, Capital Region",,"10,000+",$5B to $10B (USD),"ISS est un acteur majeur du marché des services aux entreprises et aux collectivités, filiale du 4ème employeur privé mondial",https://d2q79iu7y748jz.cloudfront.net/s/_squarelogo/256x256/14144d033000e15f26a021ca00a34598,https://d2q79iu7y748jz.cloudfront.net/s/_headerimage/1960x400/7165f3a4087aa46901dcb7b8aba5a532,Kasper Fangel,https://d2q79iu7y748jz.cloudfront.net/s/_ceophoto/512x512/d281bfb5255ec845f1677010eede034c
